release_year,type,rating,listed_in1,listed_in2,listed_in3,country1,Cluster
2018,Movie,TV-MA,Dramas, Independent Movies, International Movies,France,0
2009,Movie,PG,Children & Family Movies, Comedies, Sci-Fi & Fantasy,Spain,0
2016,TV Show,TV-G,British TV Shows, Docuseries, Science & Nature TV,United Kingdom,3
2006,TV Show,TV-PG,British TV Shows, Docuseries, International TV Shows,United Kingdom,3
2010,Movie,TV-14,Action & Adventure, Sci-Fi & Fantasy,0,United States,1
2016,Movie,TV-MA,Dramas, International Movies,0,France,0
1986,Movie,R,Action & Adventure, Classic Movies, Dramas,United States,2
2012,Movie,TV-14,Action & Adventure, International Movies,0,India,0
2012,Movie,PG-13,Comedies, Romantic Movies, Sports Movies,United States,1
1980,Movie,TV-14,Dramas,0,0,United States,2
2019,TV Show,TV-MA,International TV Shows, Romantic TV Shows, Spanish-Language TV Shows,United States,3
2018,Movie,TV-MA,Dramas, International Movies, Thrillers,United Kingdom,0
2017,TV Show,TV-Y,Kids' TV, Spanish-Language TV Shows,0,Spain,3
2008,Movie,TV-Y,Movies,0,0,Spain,1
2015,Movie,TV-Y,Movies,0,0,United States,1
2019,Movie,TV-MA,Action & Adventure,0,0,France,1
2017,Movie,TV-Y7,Anime Features, Children & Family Movies,0,Japan,1
2018,Movie,TV-Y7,Anime Features, Children & Family Movies,0,Japan,1
2000,TV Show,TV-Y7,Anime Series, Kids' TV,0,Japan,3
2019,Movie,TV-Y7,Anime Features, Children & Family Movies,0,Japan,1
2019,Movie,PG-13,Horror Movies,0,0,United States,1
2020,TV Show,TV-Y,Kids' TV,0,0,Canada,3
2018,TV Show,TV-G,Kids' TV, TV Dramas,0,Canada,3
2013,Movie,TV-PG,Comedies, International Movies, Music & Musicals,India,0
2017,Movie,TV-14,Dramas, International Movies, Romantic Movies,South Africa,0
2018,Movie,PG,Documentaries, Faith & Spirituality, International Movies,Switzerland,0
1980,Movie,PG,Action & Adventure, Children & Family Movies, Comedies,United States,2
2016,TV Show,TV-Y,Kids' TV,0,0,United States,3
2018,TV Show,TV-14,TV Comedies,0,0,United States,3
2016,Movie,TV-MA,Dramas, Independent Movies, Romantic Movies,Portugal,0
2019,TV Show,TV-MA,TV Dramas,0,0,United States,3
2006,Movie,PG-13,Action & Adventure, Dramas,0,United States,1
2017,Movie,TV-MA,Dramas, International Movies, Romantic Movies,Indonesia,0
2016,Movie,TV-14,Comedies, Dramas, International Movies,India,0
2019,TV Show,TV-MA,Crime TV Shows, International TV Shows, Korean TV Shows,South Korea,3
2018,Movie,TV-MA,Dramas, Independent Movies, LGBTQ Movies,United Kingdom,0
2017,Movie,PG-13,Comedies, International Movies,0,India,0
2017,Movie,TV-MA,Comedies, Dramas, International Movies,Ghana,0
2017,Movie,PG-13,Comedies, Independent Movies,0,United States,1
2010,TV Show,TV-14,Crime TV Shows, International TV Shows, TV Dramas,India,3
2017,Movie,TV-MA,Dramas, International Movies,0,India,0
2020,TV Show,TV-Y7,Kids' TV,0,0,United States,3
2020,TV Show,TV-Y7,Kids' TV,0,0,United States,3
2015,TV Show,TV-Y7,Kids' TV,0,0,United States,3
2004,TV Show,TV-Y7,Kids' TV,0,0,United States,3
1998,TV Show,TV-Y7,Kids' TV,0,0,United States,2
2008,TV Show,TV-Y7,Kids' TV,0,0,United States,3
2000,TV Show,TV-Y7,Kids' TV,0,0,France,3
1999,TV Show,TV-Y7,Kids' TV,0,0,United States,2
2006,TV Show,TV-Y7,Kids' TV,0,0,United States,3
2018,TV Show,TV-Y7,Kids' TV,0,0,United States,3
2003,TV Show,TV-Y7,Kids' TV,0,0,United States,3
2007,TV Show,TV-Y7,Kids' TV,0,0,United States,3
2009,TV Show,TV-Y7,Kids' TV,0,0,United States,3
2005,TV Show,TV-Y7,Kids' TV,0,0,United States,3
2011,TV Show,TV-Y7,Kids' TV,0,0,United States,3
2011,Movie,TV-Y7,Movies,0,0,United States,1
2011,Movie,TV-Y7,Children & Family Movies,0,0,United States,1
2011,Movie,TV-Y7,Movies,0,0,United States,1
2014,Movie,TV-Y7,Movies,0,0,United States,1
2012,Movie,TV-Y7,Children & Family Movies, Sci-Fi & Fantasy,0,United States,1
2012,Movie,TV-Y7,Movies,0,0,United States,1
2001,TV Show,TV-Y7,Kids' TV,0,0,United States,3
1997,TV Show,TV-Y7,Kids' TV,0,0,United States,2
2002,TV Show,TV-Y7,Kids' TV,0,0,United States,3
1996,TV Show,TV-Y7,Kids' TV,0,0,United States,2
2013,TV Show,TV-Y7,Kids' TV,0,0,United States,3
2013,Movie,TV-Y7,Children & Family Movies,0,0,United States,1
2013,Movie,TV-Y7,Children & Family Movies,0,0,United States,1
2013,Movie,TV-MA,Dramas, Independent Movies, International Movies,India,0
2019,Movie,TV-14,Action & Adventure, Dramas, International Movies,India,0
2019,TV Show,TV-MA,Reality TV, TV Comedies, TV Horror,United States,3
2015,Movie,TV-14,Action & Adventure, Dramas, International Movies,India,0
2013,Movie,TV-14,International Movies, Romantic Movies,0,India,0
2015,Movie,NR,Documentaries,0,0,United States,1
2010,TV Show,TV-14,International TV Shows, Korean TV Shows, TV Dramas,South Korea,3
2021,TV Show,TV-14,Docuseries,0,0,United States,3
2018,Movie,TV-14,Thrillers,0,0,United States,1
2012,Movie,TV-PG,Comedies, International Movies, Music & Musicals,South Africa,0
1996,Movie,R,Dramas, Thrillers,0,United States,2
1969,Movie,TV-PG,Dramas, International Movies, Romantic Movies,India,2
1984,Movie,TV-14,Comedies, International Movies, Romantic Movies,Hong Kong,2
2019,TV Show,TV-G,Kids' TV, TV Comedies,0,United States,3
2018,Movie,TV-G,Children & Family Movies, Comedies,0,United States,1
2017,Movie,TV-MA,Dramas, Independent Movies, LGBTQ Movies,United States,1
2017,TV Show,TV-MA,International TV Shows, Korean TV Shows, TV Comedies,South Korea,3
2018,Movie,R,Comedies, Dramas, Independent Movies,United States,1
2020,TV Show,TV-14,Crime TV Shows, International TV Shows, TV Dramas,South Korea,3
2012,TV Show,TV-14,TV Comedies, TV Dramas,0,United States,3
1962,Movie,TV-PG,Comedies, Dramas, International Movies,India,2
2018,Movie,TV-MA,Comedies, Romantic Movies,0,United States,1
2011,TV Show,TV-PG,Crime TV Shows, Docuseries,0,United States,3
2016,Movie,TV-MA,Dramas, Independent Movies, International Movies,India,0
2017,TV Show,TV-G,Kids' TV,0,0,United States,3
2018,Movie,TV-14,Dramas, Independent Movies, International Movies,India,0
2020,Movie,R,Action & Adventure,0,0,United States,1
2017,TV Show,TV-MA,International TV Shows, TV Dramas, Teen TV Shows,Thailand,3
2008,Movie,PG-13,Horror Movies,0,0,United States,1
2019,Movie,TV-MA,Documentaries,0,0,Canada,1
2018,Movie,R,Sci-Fi & Fantasy, Thrillers,0,Canada,1
2016,TV Show,TV-MA,International TV Shows, Spanish-Language TV Shows, TV Comedies,Argentina,3
2020,Movie,TV-MA,Horror Movies, International Movies, Thrillers,India,0
2018,Movie,TV-MA,Action & Adventure, Comedies, International Movies,South Korea,0
2011,TV Show,TV-14,Anime Series, International TV Shows,0,Japan,3
2020,TV Show,TV-MA,Crime TV Shows, International TV Shows, Spanish-Language TV Shows,Argentina,3
2015,Movie,R,Comedies,0,0,United States,1
2016,TV Show,TV-Y,Kids' TV,0,0,Ireland,3
2000,Movie,TV-14,Action & Adventure, Dramas, International Movies,India,2
2018,Movie,TV-14,Action & Adventure, Dramas, International Movies,Malaysia,0
1994,Movie,R,Classic Movies, Cult Movies, Dramas,United States,2
2014,Movie,TV-14,Dramas, International Movies,0,Canada,0
2020,TV Show,TV-Y,Kids' TV, TV Comedies,0,United States,3
2016,Movie,G,Children & Family Movies, Comedies,0,Canada,1
2017,Movie,PG,Children & Family Movies, Comedies,0,Canada,1
2018,Movie,G,Children & Family Movies, Comedies, Music & Musicals,Canada,0
2018,Movie,PG,Children & Family Movies, Comedies,0,United States,1
2017,Movie,TV-MA,International Movies, Thrillers,0,India,0
2012,Movie,R,Action & Adventure,0,0,United Kingdom,1
2017,Movie,TV-Y7,Children & Family Movies, Comedies,0,United States,1
2011,Movie,PG,Children & Family Movies, Comedies,0,United States,1
2019,TV Show,TV-14,International TV Shows, Romantic TV Shows, Teen TV Shows,China,3
2011,Movie,TV-14,Comedies, Dramas, International Movies,India,0
2015,Movie,TV-MA,Comedies, Dramas, International Movies,India,0
2006,Movie,TV-MA,Comedies, International Movies, Romantic Movies,India,0
2014,TV Show,TV-14,International TV Shows, Romantic TV Shows, TV Dramas,India,3
1986,Movie,TV-14,Dramas, International Movies, Music & Musicals,India,2
2017,Movie,TV-14,Comedies, International Movies, Romantic Movies,India,0
1998,Movie,TV-14,Dramas, International Movies,0,India,2
2012,TV Show,TV-14,International TV Shows, TV Dramas,0,China,3
2018,Movie,TV-PG,Dramas, International Movies, Romantic Movies,India,0
2020,Movie,TV-14,Music & Musicals,0,0,Netherlands,1
2015,TV Show,TV-MA,International TV Shows, Romantic TV Shows, Spanish-Language TV Shows,United States,3
2018,TV Show,TV-14,Crime TV Shows, TV Dramas, TV Mysteries,United States,3
2008,Movie,PG-13,Action & Adventure,0,0,United Kingdom,1
2012,Movie,PG-13,Comedies, Dramas, Independent Movies,United Kingdom,0
2014,Movie,TV-MA,Comedies, Dramas, International Movies,India,0
2009,TV Show,TV-MA,International TV Shows, Romantic TV Shows, TV Comedies,Taiwan,3
2015,Movie,PG-13,Dramas,0,0,United States,1
2018,TV Show,TV-MA,Crime TV Shows, TV Action & Adventure, TV Dramas,United States,3
2020,TV Show,TV-MA,International TV Shows, TV Action & Adventure, TV Dramas,South Africa,3
2020,TV Show,TV-14,Reality TV,0,0,United States,3
2019,TV Show,TV-14,International TV Shows, Reality TV,0,United States,3
2018,Movie,TV-MA,Dramas, Independent Movies, International Movies,Spain,0
2019,TV Show,TV-MA,Crime TV Shows, International TV Shows, TV Dramas,Sweden,3
1988,Movie,TV-PG,Dramas, Sports Movies,0,United States,2
1990,Movie,PG-13,Action & Adventure,0,0,Australia,2
2018,Movie,TV-MA,Documentaries, Music & Musicals,0,United States,1
2019,Movie,TV-14,Action & Adventure, Comedies, Dramas,India,0
2008,Movie,PG,Children & Family Movies, Comedies,0,United States,1
2010,Movie,TV-14,Dramas, International Movies, Thrillers,India,0
2020,Movie,TV-MA,Dramas, International Movies, Thrillers,India,0
2018,TV Show,TV-Y7,Kids' TV, TV Comedies,0,France,3
2004,Movie,TV-PG,Dramas, Independent Movies, International Movies,Malaysia,0
2008,Movie,TV-14,Action & Adventure, International Movies, Music & Musicals,India,0
2013,Movie,TV-14,Action & Adventure, International Movies, Music & Musicals,India,0
2009,Movie,PG,Children & Family Movies,0,0,United States,1
2008,Movie,R,Dramas, Independent Movies,0,United States,1
2012,Movie,TV-G,Children & Family Movies, Comedies,0,United States,1
2015,Movie,TV-PG,Dramas, International Movies,0,India,0
2018,Movie,TV-14,Dramas, Independent Movies,0,United States,1
2017,Movie,TV-14,Action & Adventure, Dramas, International Movies,India,0
2018,Movie,TV-MA,Stand-Up Comedy,0,0,Brazil,1
1980,Movie,R,Classic Movies, Dramas, Sports Movies,United States,2
2011,Movie,TV-MA,Horror Movies, International Movies,0,India,0
2014,Movie,TV-MA,Horror Movies, International Movies,0,India,0
2020,TV Show,TV-MA,International TV Shows, TV Action & Adventure, TV Dramas,Norway,3
2015,Movie,TV-14,Dramas, International Movies,0,India,0
2016,Movie,TV-14,Action & Adventure, Comedies, International Movies,China,0
1988,Movie,R,Classic Movies, Dramas,0,United States,2
2018,Movie,TV-14,Dramas, International Movies, Sci-Fi & Fantasy,India,0
2016,TV Show,TV-Y,Kids' TV,0,0,South Korea,3
2016,Movie,TV-MA,Comedies, Dramas, Independent Movies,United States,1
2019,TV Show,TV-PG,Kids' TV, TV Action & Adventure, TV Dramas,United States,3
2016,Movie,TV-Y,Children & Family Movies, Dramas, Sports Movies,Australia,0
2002,Movie,R,Dramas, Independent Movies, Romantic Movies,France,0
1996,Movie,TV-14,Dramas, International Movies, Romantic Movies,India,2
2014,Movie,TV-14,Dramas, International Movies, Thrillers,India,0
2018,Movie,TV-MA,Comedies, Dramas, International Movies,India,0
1974,Movie,TV-PG,Comedies, Dramas, Independent Movies,India,2
2018,TV Show,TV-MA,Crime TV Shows, International TV Shows, TV Comedies,Australia,3
2019,Movie,TV-MA,Horror Movies, Independent Movies, International Movies,India,0
2018,Movie,PG,Children & Family Movies, Comedies,0,United States,1
2015,Movie,TV-MA,Stand-Up Comedy,0,0,United States,1
2015,Movie,TV-MA,Stand-Up Comedy,0,0,United States,1
2018,Movie,TV-14,Documentaries, Faith & Spirituality,0,United States,1
1995,Movie,TV-14,Dramas, International Movies, Music & Musicals,India,2
1985,Movie,TV-14,Classic Movies, Dramas, International Movies,India,2
2016,Movie,TV-MA,International Movies, Thrillers,0,India,0
2012,TV Show,TV-14,International TV Shows, TV Dramas,0,India,3
2018,Movie,TV-PG,Dramas, International Movies,0,Singapore,0
2005,Movie,TV-14,Comedies, Dramas, International Movies,India,0
2016,Movie,TV-MA,Action & Adventure, International Movies,0,Canada,0
2018,Movie,TV-MA,Action & Adventure, Horror Movies, International Movies,South Korea,0
2010,Movie,TV-MA,Horror Movies, International Movies, Thrillers,India,0
2006,Movie,TV-14,Dramas, International Movies,0,India,0
2011,Movie,PG,Children & Family Movies, Comedies,0,United States,1
2017,Movie,TV-14,Action & Adventure, Dramas, International Movies,India,0
2017,Movie,TV-14,Dramas, International Movies, Music & Musicals,Pakistan,0
2018,TV Show,TV-MA,Docuseries,0,0,United States,3
2020,TV Show,TV-MA,TV Dramas, TV Horror, TV Mysteries,United States,3
2019,Movie,TV-MA,Horror Movies, Independent Movies, Thrillers,United States,1
2017,Movie,TV-MA,Horror Movies, International Movies,0,Canada,0
2019,Movie,TV-MA,Stand-Up Comedy,0,0,United States,1
2015,TV Show,TV-14,International TV Shows, Romantic TV Shows, TV Dramas,India,3
2017,TV Show,TV-MA,International TV Shows, TV Dramas, TV Mysteries,Japan,3
2018,TV Show,TV-MA,International TV Shows, Reality TV, Romantic TV Shows,Japan,3
2011,Movie,TV-14,Dramas, International Movies,0,Egypt,0
2011,Movie,TV-PG,Comedies, International Movies, Romantic Movies,India,0
2019,Movie,TV-MA,Comedies, International Movies, Romantic Movies,Mexico,0
2008,Movie,TV-14,Documentaries,0,0,United Kingdom,1
2017,TV Show,TV-MA,TV Comedies,0,0,United States,3
2011,Movie,PG-13,Action & Adventure, Sci-Fi & Fantasy, Sports Movies,United States,1
2020,TV Show,TV-MA,International TV Shows, TV Horror, TV Mysteries,Brazil,3
2020,Movie,PG-13,Dramas, Romantic Movies, Thrillers,United Kingdom,0
1955,Movie,PG-13,Classic Movies, Dramas,0,United States,2
2004,TV Show,TV-14,International TV Shows, Romantic TV Shows, Spanish-Language TV Shows,Mexico,3
2016,TV Show,TV-MA,International TV Shows, TV Dramas,0,Ireland,3
2016,Movie,TV-MA,Dramas, Thrillers,0,United States,1
2018,TV Show,TV-Y7,Kids' TV,0,0,Canada,3
2018,Movie,TV-MA,Dramas,0,0,Canada,1
2019,TV Show,TV-MA,Crime TV Shows, TV Dramas, TV Mysteries,Australia,3
2018,TV Show,TV-MA,Anime Series,0,0,Japan,3
2020,TV Show,TV-14,International TV Shows, Romantic TV Shows, TV Dramas,South Korea,3
2016,TV Show,TV-MA,Crime TV Shows, TV Dramas, TV Mysteries,United States,3
2016,Movie,TV-MA,Horror Movies,0,0,Australia,1
1984,Movie,PG-13,Action & Adventure, Cult Movies,0,United States,2
2017,Movie,TV-14,Dramas, International Movies,0,India,0
2017,Movie,TV-PG,Documentaries, International Movies,0,United Kingdom,0
2013,Movie,R,Action & Adventure, Dramas, International Movies,United Kingdom,0
2016,TV Show,TV-14,International TV Shows, Romantic TV Shows, TV Comedies,Taiwan,3
2015,Movie,TV-MA,Action & Adventure, Dramas, International Movies,Egypt,0
2016,Movie,TV-MA,Music & Musicals, Stand-Up Comedy,0,United States,1
2017,TV Show,TV-MA,British TV Shows, Docuseries, International TV Shows,United Kingdom,3
2012,Movie,TV-14,Dramas, International Movies, Romantic Movies,India,0
2017,TV Show,TV-14,TV Dramas,0,0,United States,3
2012,Movie,R,Documentaries, Music & Musicals,0,United States,1
2019,Movie,TV-MA,Documentaries, Music & Musicals,0,United States,1
2015,Movie,TV-PG,Action & Adventure, Comedies, International Movies,Malaysia,0
2015,Movie,R,Action & Adventure, Dramas,0,Canada,1
2010,Movie,PG-13,Dramas, Romantic Movies,0,United States,1
2017,Movie,PG-13,Dramas, Sci-Fi & Fantasy,0,United Kingdom,1
2018,Movie,TV-MA,Dramas, Independent Movies, International Movies,Mexico,0
2015,TV Show,TV-14,International TV Shows, Korean TV Shows, Romantic TV Shows,South Korea,3
2014,TV Show,TV-MA,International TV Shows, Korean TV Shows, Romantic TV Shows,South Korea,3
2012,TV Show,TV-MA,International TV Shows, Korean TV Shows, Romantic TV Shows,South Korea,3
2014,TV Show,TV-14,Crime TV Shows, TV Comedies, TV Dramas,Canada,3
2018,TV Show,TV-MA,British TV Shows, International TV Shows, TV Dramas,United Kingdom,3
2010,Movie,R,Action & Adventure, Horror Movies, Sci-Fi & Fantasy,Germany,0
2017,Movie,TV-MA,Documentaries, Music & Musicals,0,United States,1
2020,Movie,TV-MA,Dramas, Independent Movies,0,United States,1
2020,TV Show,TV-14,International TV Shows, Reality TV,0,Canada,3
2016,Movie,TV-MA,Documentaries,0,0,United States,1
2015,Movie,R,Comedies, Independent Movies,0,United States,1
2018,TV Show,TV-14,International TV Shows, TV Action & Adventure, TV Dramas,Turkey,3
2017,Movie,TV-MA,Dramas, International Movies,0,Peru,0
2016,TV Show,TV-MA,British TV Shows, Crime TV Shows, International TV Shows,United Kingdom,3
1976,Movie,TV-MA,Dramas, International Movies,0,Egypt,2
1980,Movie,R,Action & Adventure, Comedies, International Movies,Hong Kong,2
2016,Movie,NR,Dramas, International Movies,0,India,0
2014,Movie,R,Action & Adventure, Dramas, Independent Movies,Hong Kong,0
2019,Movie,TV-14,Horror Movies, International Movies,0,Singapore,0
2018,Movie,TV-MA,Action & Adventure, International Movies,0,South Korea,0
2018,Movie,TV-14,Documentaries,0,0,United States,1
2018,TV Show,TV-14,Anime Series, International TV Shows,0,Japan,3
2017,Movie,R,Action & Adventure, Sci-Fi & Fantasy,0,United Kingdom,1
2017,TV Show,TV-PG,British TV Shows, Kids' TV,0,United Kingdom,3
2017,TV Show,TV-MA,International TV Shows, Korean TV Shows, Romantic TV Shows,South Korea,3
2008,Movie,R,Dramas, Romantic Movies,0,United States,1
2012,Movie,NR,Dramas, Independent Movies, International Movies,Mexico,0
2020,TV Show,TV-Y,Kids' TV,0,0,United States,3
2020,Movie,TV-MA,Stand-Up Comedy,0,0,United Kingdom,1
2019,TV Show,TV-MA,Reality TV,0,0,United States,3
2016,Movie,TV-MA,Stand-Up Comedy,0,0,Mexico,1
